prediction,confidence,label,hyper_radius,norm_radius
79,0.02446713298559189,49,0.33424630761146545,0.1827712272140547
33,0.4121643900871277,33,0.9710056781768799,0.9644086281599171
55,0.6992791295051575,72,0.9999999403953552,0.9999997805016065
51,0.8443335294723511,51,0.9999999403953552,0.9999997805016065
71,0.8301694393157959,71,0.9999999403953552,0.9999997805016065
7,0.25827550888061523,92,0.7620155811309814,0.7078682711121237
15,0.8149325847625732,15,0.9999999403953552,0.9999997805016065
14,0.8275735378265381,14,0.9999999403953552,0.9999997805016065
71,0.8072748184204102,23,1.0,0.9999998536677377
0,0.7975068688392639,0,0.9999999403953552,0.9999997805016065
12,0.28166526556015015,71,0.9474345445632935,0.9354744962621618
75,0.8379693627357483,75,0.9999999403953552,0.9999997805016065
81,0.8253098726272583,81,0.9999999403953552,0.9999997805016065
69,0.8422587513923645,69,0.9999999403953552,0.9999997805016065
40,0.8449019193649292,40,1.0,0.9999998536677377
43,0.8397409915924072,43,0.9999999403953552,0.9999997805016065
92,0.8298386335372925,92,0.9999999403953552,0.9999997805016065
97,0.8391687870025635,97,0.9999999403953552,0.9999997805016065
70,0.8369020223617554,70,0.9999999403953552,0.9999997805016065
53,0.8425285816192627,53,0.9999999403953552,0.9999997805016065
70,0.8336516618728638,70,1.0,0.9999998536677377
49,0.8206049799919128,49,0.9999999403953552,0.9999997805016065
75,0.8336026668548584,75,0.9999999403953552,0.9999997805016065
37,0.040766503661870956,29,0.4719926714897156,0.35185819291655274
21,0.8402604460716248,21,0.9999999403953552,0.9999997805016065
16,0.8390262722969055,16,0.9999999403953552,0.9999997805016065
39,0.846153736114502,39,0.9999999403953552,0.9999997805016065
8,0.8460992574691772,8,0.9999999403953552,0.9999997805016065
8,0.836189329624176,8,0.9999999403953552,0.9999997805016065
46,0.03260540962219238,70,0.37334102392196655,0.23076092922742564
20,0.8447697162628174,20,0.9999999403953552,0.9999997805016065
61,0.4350898861885071,61,0.9207090139389038,0.9026682663709584
41,0.8414918780326843,41,0.9999999403953552,0.9999997805016065
73,0.06365086138248444,93,0.6057968139648438,0.5161059872869457
