prediction,confidence,label,hyper_radius,norm_radius
68,0.35686802864074707,49,2.971381187438965,0.4178369183274263
33,0.9255582094192505,33,3.3316264152526855,0.49300774290666377
55,0.7969686985015869,72,3.575617551803589,0.543920325526747
51,0.9992621541023254,51,4.45483922958374,0.7273837371249432
71,0.9757311940193176,71,4.310267448425293,0.6972165644283792
7,0.7858270406723022,92,3.7420849800109863,0.5786563688600002
15,0.9958906173706055,15,3.9434781074523926,0.620680207860555
14,0.9914777874946594,14,3.7053189277648926,0.5709845546332444
71,0.9296410083770752,23,4.136980056762695,0.6610574286099349
0,0.9972980618476868,0,4.328577995300293,0.7010373476083365
12,0.6350064277648926,71,2.968219518661499,0.4171771864817308
75,0.999438464641571,75,4.6640543937683105,0.7710397669401859
81,0.9978030323982239,81,4.332420825958252,0.7018392145783177
69,0.9995678067207336,69,4.725489616394043,0.7838591910058764
40,0.9997674822807312,40,4.764848709106445,0.7920720838506689
43,0.9996359348297119,43,4.857022762298584,0.8113056476797125
92,0.999895453453064,92,5.288697719573975,0.9013814071437004
97,0.9996997117996216,97,4.911779880523682,0.8227315803799002
70,0.9997332692146301,70,5.000507354736328,0.8412459613749665
53,0.9956759810447693,53,4.145360469818115,0.6628061334116991
70,0.9998365640640259,70,5.1653971672058105,0.8756528104074154
49,0.9941855072975159,49,3.912607192993164,0.6142385067185337
75,0.9468724131584167,75,3.1522178649902344,0.45557133121110716
12,0.22134049236774445,29,2.4068422317504883,0.30003699891212154
21,0.9923617839813232,21,3.8000564575195312,0.590753028107482
16,0.9990218877792358,16,4.445581436157227,0.7254519531291393
39,0.9997386336326599,39,4.919283866882324,0.8242974049867489
8,0.9999277591705322,8,5.483397960662842,0.9420086702923312
8,0.9784727096557617,8,3.5487711429595947,0.5383184006878206
45,0.9942504167556763,70,3.7964158058166504,0.5899933489517796
20,0.9996763467788696,20,4.943558216094971,0.8293626291883657
10,0.899283766746521,61,4.009653568267822,0.6344887570718691
41,0.9922268390655518,41,3.829599142074585,0.5969175732196133
73,0.8973066806793213,93,3.1324310302734375,0.4514424973872659
56,0.9965110421180725,56,4.141255855560303,0.6619496411821921
27,0.7392779588699341,73,2.7944421768188477,0.380915814863354
58,0.9997625946998596,58,5.0812273025512695,0.8580894462257354
2,0.503145694732666,11,3.209986925125122,0.46762575289452935
25,0.9987155199050903,25,4.276632785797119,0.6901981638251333
37,0.9426283240318298,37,3.2056171894073486,0.46671393890856244
63,0.49978771805763245,63,3.1189982891082764,0.4486395449765631
24,0.9932215213775635,24,3.8784358501434326,0.6071081193582816
49,0.9842045903205872,49,3.590848207473755,0.5470984410358879
30,0.8430129885673523,73,2.8953633308410645,0.40197459865732305
56,0.9971550703048706,56,4.206714630126953,0.6756086425518534
22,0.9998893737792969,22,5.189028739929199,0.8805839091994857
41,0.9992234706878662,41,4.6145219802856445,0.7607040509405918
58,0.9992803931236267,58,4.702174663543701,0.7789941599229595
46,0.965402364730835,75,3.3121836185455322,0.48895069801678964
76,0.4096243977546692,17,2.5859858989715576,0.33741813860099934
4,0.9996825456619263,4,4.689040184020996,0.776253444488274
6,0.981497049331665,6,3.5721163749694824,0.5431897499929231
9,0.9998534917831421,9,5.092994689941406,0.8605448964162298
57,0.999800980091095,57,4.982267379760742,0.837439904130182
11,0.7522520422935486,2,3.4183919429779053,0.5111127329539713
32,0.9987964630126953,32,4.240843296051025,0.6827301247013086
71,0.9989411234855652,71,4.4861226081848145,0.7339115053880754
52,0.9979987740516663,52,4.3181023597717285,0.6988514417312406
42,0.9991061091423035,42,4.437469482421875,0.7237592665807687
69,0.9742769002914429,69,3.4256560802459717,0.512628509281145
77,0.9739812016487122,77,3.330906629562378,0.49285754831785794
27,0.7246440649032593,27,3.184117317199707,0.46222765290831497
29,0.2053670883178711,15,2.7630701065063477,0.37436953968169395
65,0.9901725053787231,65,3.7117979526519775,0.5723365049316211
62,0.997586727142334,7,4.2411417961120605,0.6827924114271068
98,0.9790950417518616,35,3.434023857116699,0.5143745773445169
43,0.9990981817245483,43,4.543457508087158,0.7458753327203166
62,0.5391363501548767,82,3.840758800506592,0.5992462112183666
63,0.9997442364692688,63,4.7964863777160645,0.7986737802883507
92,0.9994781613349915,92,4.7403483390808105,0.7869596968566746
66,0.7495119571685791,66,2.9058170318603516,0.4041559275545679
13,0.41687893867492676,90,2.65814471244812,0.3524752083160142
67,0.8719087839126587,67,3.0589239597320557,0.43610409266075806
91,0.998967170715332,91,4.456203460693359,0.7276684053717625
49,0.7380128502845764,32,3.2025015354156494,0.46606380877059783
32,0.9991558790206909,32,4.336379051208496,0.7026651604422974
82,0.9997196793556213,82,5.048325538635254,0.8512239764492496
10,0.9951320886611938,10,3.930050849914551,0.617878399694815
77,0.9895540475845337,77,3.629946708679199,0.5552569573700594
22,0.9859304428100586,22,3.703303575515747,0.5705640197345441
71,0.9990973472595215,71,4.523747444152832,0.7417625183259537
78,0.9966015815734863,78,3.9505085945129395,0.6221472294023593
54,0.9987912774085999,54,4.415092945098877,0.7190900506358245
6,0.9962186217308044,6,4.103348731994629,0.6540397245036228
29,0.9894160628318787,29,4.0765790939331055,0.6484538190941749
89,0.9996064305305481,89,4.801835060119629,0.7997898668750586
78,0.9899868369102478,78,4.150308132171631,0.6638385408667835
33,0.792061448097229,33,2.9727463722229004,0.4181217855733695
35,0.9971579313278198,11,4.073616027832031,0.6478355288160432
67,0.9925510883331299,67,3.874899387359619,0.6063701808568713
22,0.9994409680366516,22,4.651278972625732,0.76837397467567
18,0.9981058835983276,18,4.142506122589111,0.6622105290336986
27,0.9821913838386536,27,3.6104507446289062,0.5511888182790248
21,0.9993909597396851,21,4.639277458190918,0.7658696702002443
13,0.9982397556304932,13,4.34634256362915,0.7047442037898288
21,0.9878657460212708,21,3.74706768989563,0.5796960895328899
50,0.9869498610496521,50,3.586573362350464,0.5462064274627547
75,0.451363205909729,75,2.8392467498779297,0.39026499270593584
37,0.9816470742225647,37,3.519974708557129,0.532309572390185
35,0.4232071340084076,35,2.4290530681610107,0.3046716387592783
26,0.9956879019737244,26,3.896268606185913,0.6108292039771368
83,0.983717679977417,83,3.682291269302368,0.5661794720364193
47,0.5633306503295898,47,2.934128999710083,0.41006366429723384
95,0.7509034872055054,95,3.5418102741241455,0.536865906082065
43,0.9970976114273071,43,4.157634735107422,0.6653673516365762
69,0.9998321533203125,69,5.029532432556152,0.8473024997125707
76,0.9997550845146179,76,4.9332804679870605,0.8272180156294907
17,0.9947633147239685,17,4.0505852699279785,0.6430297994720653
57,0.9995829463005066,57,4.735163688659668,0.7858778381192871
59,0.9990180730819702,59,4.432394504547119,0.7227002927426363
25,0.999897837638855,25,5.088072299957275,0.8595177624379303
20,0.9993746876716614,20,4.71983528137207,0.7826793251999407
27,0.9970452189445496,27,3.9973304271698,0.6319173401418894
0,0.9848308563232422,0,3.7210261821746826,0.5742621199545824
9,0.9996159076690674,9,4.77370023727417,0.7939190942196674
71,0.9954850673675537,71,3.9945263862609863,0.6313322329676774
8,0.5096963047981262,8,3.4083364009857178,0.5090144861909781
43,0.9993941783905029,43,4.678905963897705,0.7741387802975545
57,0.99561607837677,57,4.002175331115723,0.6329283054413674
56,0.9988068342208862,56,4.525533199310303,0.7421351441855615
85,0.9995644688606262,85,4.744702339172363,0.7878682273570962
78,0.408281147480011,10,2.404777765274048,0.29960621555853756
19,0.9980218410491943,19,4.170912742614746,0.6681380164394172
92,0.9989573955535889,92,4.5380988121032715,0.7447571566428072
33,0.9990336894989014,33,4.335082054138184,0.7023945216337172
20,0.7020567059516907,20,2.9995360374450684,0.42371186996442045
21,0.9901060461997986,21,3.9808804988861084,0.6284848042527704
33,0.13436269760131836,50,2.118488073348999,0.23986737504384822
70,0.9996452331542969,70,4.906172752380371,0.8215615650306003
46,0.9980046153068542,46,4.215453147888184,0.6774320715246631
46,0.6896832585334778,11,2.5646586418151855,0.3329678714421879
16,0.9998185038566589,16,5.00938606262207,0.8430986432189979
1,0.9980085492134094,1,4.310312271118164,0.6972259173872052
74,0.9998395442962646,74,4.918239593505859,0.824079500946017
98,0.4633285701274872,33,2.863309860229492,0.39528613860159634
91,0.9979943037033081,91,4.241408348083496,0.6828480316822525
60,0.9990895986557007,60,4.634848594665527,0.7649455182685923
64,0.7055135369300842,64,3.3345797061920166,0.4936239934437749
52,0.9962944388389587,52,4.126389026641846,0.6588474438388403
23,0.9995452761650085,23,4.803865909576416,0.8002136355095231
4,0.9774646162986755,4,3.364302635192871,0.4998261493903339
11,0.9996340274810791,11,4.732337951660156,0.7852882037150052
52,0.9981990456581116,52,4.373859405517578,0.7104860250128964
37,0.4369218647480011,37,2.7358882427215576,0.368697616900916
24,0.988591730594635,24,3.9513938426971436,0.6223319503391717
95,0.9968863129615784,95,4.101845741271973,0.6537261018842679
41,0.6629678606987,25,3.6117374897003174,0.5514573178470225
39,0.9997510313987732,39,4.93704080581665,0.8280026691752497
51,0.995059609413147,51,3.8486528396606445,0.6008934264669133
58,0.9856945872306824,58,3.8395447731018066,0.5989928853335705
58,0.5737614035606384,58,4.004508018493652,0.633415057298564
77,0.9789894223213196,77,3.4723384380340576,0.5223695163987965
18,0.933907151222229,18,3.1745383739471436,0.46022885595751883
60,0.9972299933433533,59,4.268103122711182,0.6884183156604698
45,0.9989809393882751,45,4.315813064575195,0.698373744334184
66,0.9970779418945312,66,4.064305305480957,0.6458927003688598
58,0.9996557235717773,58,4.95225715637207,0.8311777996975312
20,0.9882975220680237,20,3.824061155319214,0.5957619853068001
7,0.8383239507675171,24,3.5302610397338867,0.5344559769411755
80,0.4920133352279663,4,3.954963445663452,0.6230768040601393
36,0.9997619986534119,36,4.942155838012695,0.8290700009765882
8,0.9999501705169678,8,5.609385013580322,0.9682978475608006
87,0.9532135128974915,87,3.3029301166534424,0.48701980951704354
10,0.9960793852806091,10,3.9421091079711914,0.6203945446181159
30,0.9560264348983765,30,3.4113845825195312,0.5096505371409229
47,0.9847455620765686,47,3.8340020179748535,0.5978363024251376
54,0.9998899698257446,54,5.222941875457764,0.8876604175469268
44,0.5419069528579712,99,3.223344087600708,0.47041293462465855
51,0.9965775609016418,51,3.955730676651001,0.623236898855362
83,0.9145541191101074,83,3.4519741535186768,0.5181201886053998
9,0.9996287822723389,9,4.784317970275879,0.7961346509662328
45,0.8820194005966187,37,3.036273241043091,0.4313776644676766
4,0.9347159266471863,4,3.159430503845215,0.45707636158558723
83,0.6961811780929565,83,2.602464199066162,0.34085659471405594
95,0.9993487000465393,95,4.571164608001709,0.7516568542686133
83,0.9879900813102722,83,3.6802213191986084,0.5657475444378725
27,0.18746206164360046,32,2.406785011291504,0.3000250589646842
95,0.8140003085136414,73,3.9430062770843506,0.6205817530439777
18,0.9997606873512268,18,4.819749355316162,0.803527965919012
40,0.9996452331542969,40,4.632869720458984,0.7645325950863833
39,0.9995484948158264,39,4.736692428588867,0.7861968337149888
88,0.39535263180732727,64,2.6137747764587402,0.3432167243241753
22,0.9983579516410828,22,4.2917280197143555,0.6933480214586726
80,0.9930726885795593,80,3.7811331748962402,0.5868043879903829
16,0.9956721067428589,28,3.9647669792175293,0.6251224653046271
28,0.9991967082023621,28,4.5320258140563965,0.7434899302214547
11,0.9339391589164734,40,3.2395734786987305,0.4737994519663626
95,0.998403012752533,95,4.271082401275635,0.6890399889237088
98,0.9974662065505981,98,4.115184783935547,0.656509502631042
83,0.9621933102607727,83,3.3871190547943115,0.5045871536812027
12,0.9991195797920227,12,4.483442306518555,0.7333522183501968
7,0.5673643946647644,24,2.9724349975585938,0.4180568123593978
45,0.8192930221557617,45,2.838911771774292,0.3901950942636463
13,0.9990992546081543,13,4.5743207931518555,0.7523154418693461
94,0.9997431635856628,94,5.049900531768799,0.8515526235024632
24,0.9991981387138367,24,4.586304187774658,0.7548159653614165
58,0.9971886277198792,58,4.236965656280518,0.681920994263303
63,0.9844266772270203,63,3.5095772743225098,0.5301399844412535
7,0.996075451374054,7,4.025553226470947,0.6378064704664654
87,0.6742154955863953,87,2.5836751461029053,0.3369359637236537
6,0.9995105266571045,6,4.673763275146484,0.7730656775216211
78,0.9986948370933533,78,4.262092590332031,0.6871641236817365
68,0.9953731894493103,68,4.061272621154785,0.6452598831546794
60,0.9992745518684387,60,4.708035945892334,0.7802172085387937
6,0.9978613257408142,6,4.180773735046387,0.6701956673811232
23,0.9400989413261414,23,3.228893756866455,0.4715709602767401
44,0.9919708967208862,44,3.606243371963501,0.5503108838939114
31,0.998330295085907,31,4.256903648376465,0.6860813694482913
80,0.9659556150436401,80,3.2601780891418457,0.47809892753899624
93,0.9791579842567444,93,3.4132790565490723,0.5100458489006616
72,0.2290157526731491,73,2.5272340774536133,0.3251586483203404
98,0.7656772136688232,98,3.614790201187134,0.552094314042806
49,0.9945350885391235,49,3.933907985687256,0.6186832516516554
90,0.9907994866371155,90,3.803816080093384,0.591537532403898
97,0.9998325109481812,97,5.111830234527588,0.8644752286139248
59,0.8055020570755005,59,3.4126973152160645,0.5099244594350485
2,0.859724760055542,2,3.626779317855835,0.5545960315296202
67,0.9776556491851807,67,3.3713271617889404,0.5012919271876135
16,0.5657146573066711,16,3.2132365703582764,0.46830384240940975
81,0.9970325231552124,81,4.208124160766602,0.6759027632570604
94,0.9984537363052368,94,4.441808700561523,0.724664712594769
18,0.12290894240140915,27,2.4180548191070557,0.3023766813622545
99,0.3948941230773926,76,2.1316909790039062,0.24262236866567755
77,0.9988299012184143,77,4.326211452484131,0.7005435312822395
17,0.20468322932720184,12,2.5070528984069824,0.3209475283587433
34,0.744595468044281,18,2.677703380584717,0.356556431599449
0,0.999077320098877,0,4.676633358001709,0.773664565385167
76,0.9978557229042053,76,4.227119445800781,0.6798664278080182
